datetime,machineID,errorID
2015-04-17 23:24:10,59,error3
2015-04-18 04:31:01,67,error2
2015-04-18 10:09:43,36,error4
2015-04-18 14:07:16,72,error1
2015-04-18 15:29:58,9,error5
2015-04-18 20:59:56,73,error1
2015-04-19 02:04:47,18,error1
2015-04-19 15:46:03,88,error3
2015-04-19 19:46:18,1,error1
2015-04-19 21:22:08,24,error4
2015-04-20 15:46:49,58,error2
2015-04-21 07:40:02,51,error2
2015-04-22 04:25:49,51,error1
2015-04-22 15:27:14,64,error2
2015-04-22 19:15:47,14,error2
2015-04-22 21:44:01,90,error3
2015-04-22 21:58:21,86,error1
2015-04-23 00:52:22,95,error3
2015-04-23 04:43:10,96,error3
2015-04-23 23:00:44,89,error5
2015-04-24 04:16:32,99,error1
2015-04-25 00:46:19,37,error4
2015-04-25 12:50:38,99,error1
2015-04-25 13:45:54,32,error2
2015-04-25 18:06:57,34,error2
2015-04-25 21:46:41,61,error5
2015-04-25 23:33:18,26,error3
2015-04-26 21:05:46,74,error2
2015-04-27 00:33:16,36,error3
2015-04-27 01:52:14,23,error3
2015-04-27 04:34:57,24,error1
2015-04-27 06:05:22,50,error2
2015-04-27 11:32:13,2,error4
2015-04-27 23:14:25,51,error5
2015-04-28 08:49:30,51,error5
2015-04-30 17:26:59,3,error4
2015-04-30 20:38:45,50,error4
2015-04-30 22:48:34,24,error5
2015-05-01 03:32:22,33,error5
2015-05-02 10:29:59,24,error3
2015-05-02 16:14:39,67,error3
2015-05-02 18:19:59,14,error1
2015-05-03 12:16:50,42,error2
2015-05-03 14:31:34,24,error4
2015-05-04 21:34:38,36,error4
2015-05-05 00:40:13,8,error2
2015-05-05 01:30:25,51,error5
2015-05-05 05:44:16,9,error4
2015-05-05 11:30:12,36,error3
2015-05-05 14:49:12,56,error4
2015-05-06 10:50:07,95,error4
2015-05-06 22:53:54,73,error5
2015-05-07 07:09:16,36,error2
2015-05-07 12:06:55,83,error5
2015-05-08 05:04:11,39,error2
2015-05-08 08:24:34,99,error4
2015-05-08 19:35:23,51,error1
2015-05-10 13:48:56,58,error5
2015-05-11 09:21:46,61,error5
2015-05-11 09:42:13,12,error4
2015-05-11 22:19:12,10,error5
2015-05-12 21:59:25,2,error5
2015-05-15 15:16:56,69,error3
2015-05-16 00:22:40,68,error3
2015-05-16 20:00:14,51,error1
2015-05-16 22:42:37,68,error1
2015-05-17 17:51:19,28,error1
2015-05-17 21:58:53,5,error2
2015-05-18 16:12:25,25,error5
2015-05-18 16:13:10,59,error1
2015-05-18 17:51:58,58,error3
2015-05-19 04:37:29,22,error5
2015-05-19 07:24:52,96,error1
2015-05-19 10:25:50,42,error5
2015-05-20 01:47:00,84,error4
2015-05-20 06:47:54,67,error3
2015-05-20 08:36:21,17,error2
2015-05-20 10:06:27,5,error5
2015-05-20 18:50:28,28,error3
2015-05-21 10:35:41,15,error5
2015-05-21 12:19:38,26,error2
2015-05-22 02:00:21,10,error2
2015-05-22 13:14:54,51,error4
2015-05-23 17:25:41,23,error1
2015-05-24 22:46:28,70,error5
2015-05-25 00:17:32,19,error3
2015-05-25 08:01:10,64,error2
2015-05-25 10:54:29,86,error2
2015-05-25 15:08:39,39,error5
2015-05-26 08:48:18,9,error1
2015-05-27 03:54:26,52,error3
2015-05-27 15:14:49,72,error5
2015-05-27 22:38:58,77,error5
2015-05-28 09:58:43,9,error2
2015-05-28 10:41:16,22,error5
2015-05-28 23:20:57,60,error4
2015-05-28 23:28:47,67,error3
2015-05-29 11:43:28,81,error1
2015-05-29 17:57:39,91,error1
2015-05-30 03:46:10,57,error5
2015-05-30 16:04:25,24,error1
2015-05-31 07:05:30,41,error2
2015-05-31 10:47:00,74,error4
2015-05-31 10:57:16,99,error3
2015-05-31 11:09:30,20,error2
2015-06-01 02:21:05,50,error2
2015-06-01 09:20:29,10,error3
2015-06-01 14:42:41,25,error3
2015-06-01 19:39:29,59,error3
2015-06-02 06:54:59,26,error4
2015-06-02 20:21:36,91,error4
2015-06-03 12:18:36,34,error3
2015-06-03 13:09:12,72,error4
2015-06-03 21:09:02,59,error3
2015-06-04 22:09:23,95,error5
2015-06-05 13:39:25,2,error2
2015-06-05 21:46:35,47,error3
2015-06-06 02:20:50,36,error1
2015-06-06 13:49:47,26,error3
2015-06-06 17:50:49,82,error5
2015-06-07 08:16:36,38,error4
2015-06-07 14:16:41,12,error3
2015-06-07 21:19:44,100,error4
2015-06-08 01:31:48,45,error1
2015-06-08 14:27:42,84,error2
2015-06-11 04:51:04,71,error3
2015-06-12 05:50:15,10,error4
2015-06-12 11:37:25,21,error1
2015-06-12 14:05:47,94,error2
2015-06-13 10:57:27,72,error5
2015-06-13 21:26:25,72,error1
2015-06-14 05:47:01,63,error1
2015-06-14 10:32:03,35,error5
2015-06-14 18:21:33,60,error2
2015-06-16 01:08:53,90,error5
2015-06-16 03:15:00,59,error5
2015-06-16 09:29:53,52,error2
2015-06-17 22:46:16,36,error4
2015-06-18 13:47:54,24,error1
2015-06-18 20:11:32,91,error5
2015-06-19 09:58:24,59,error5
2015-06-19 20:46:57,20,error5
2015-06-20 00:59:45,25,error2
2015-06-20 05:18:45,95,error2
2015-06-21 13:54:42,99,error5
2015-06-22 08:10:17,24,error5
2015-06-22 20:39:57,26,error1
2015-06-22 22:18:06,52,error5
2015-06-24 02:53:34,47,error5
2015-06-24 13:48:57,19,error5
2015-06-24 14:39:06,5,error1
2015-06-24 15:46:38,51,error3
2015-06-25 12:08:31,14,error1
2015-06-25 13:26:41,72,error4
2015-06-26 03:03:52,32,error5
2015-06-26 06:53:40,89,error2
2015-06-27 08:59:46,45,error3
2015-06-27 09:34:25,68,error4
2015-06-27 19:39:29,91,error1
2015-06-28 21:15:29,38,error3
2015-06-29 04:08:45,100,error5
2015-06-29 05:23:06,30,error4
2015-06-30 02:31:00,9,error4
2015-06-30 11:46:07,19,error2
2015-07-01 17:34:27,91,error1
2015-07-01 23:06:23,75,error2
2015-07-03 00:18:38,36,error5
2015-07-03 02:13:19,99,error1
2015-07-03 06:00:47,68,error3
2015-07-03 22:40:47,7,error5
2015-07-04 17:15:13,78,error1
2015-07-04 21:03:51,25,error1
2015-07-05 05:39:26,40,error4
2015-07-05 07:11:33,9,error1
2015-07-06 02:40:10,20,error4
2015-07-06 21:05:56,5,error3
2015-07-07 02:12:44,50,error1
2015-07-07 08:21:31,37,error2
2015-07-07 23:58:11,52,error3
2015-07-08 09:48:50,20,error2
2015-07-08 16:37:57,86,error4
2015-07-08 21:44:01,23,error3
2015-07-09 10:01:47,91,error1
2015-07-09 19:08:34,89,error4
2015-07-10 20:06:20,26,error4
2015-07-10 22:29:20,86,error5
2015-07-11 06:35:21,23,error3
2015-07-11 08:33:42,37,error2
2015-07-12 20:46:58,25,error5
2015-07-12 22:54:28,91,error4
2015-07-13 02:17:43,59,error3
2015-07-13 12:09:02,25,error1
2015-07-13 13:59:18,22,error5
2015-07-13 21:18:12,72,error3
2015-07-14 08:35:58,96,error3
2015-07-14 13:09:42,72,error3
2015-07-15 06:46:40,99,error1
2015-07-17 00:38:02,24,error3
2015-07-17 11:17:25,84,error2
2015-07-17 12:31:20,59,error2
2015-07-17 17:49:33,26,error2
2015-07-17 20:04:30,60,error3
2015-07-18 04:17:37,1,error1
2015-07-18 18:52:33,76,error3
2015-07-18 23:37:29,17,error3
2015-07-19 00:05:41,39,error3
2015-07-19 03:58:47,24,error5
2015-07-19 06:29:27,5,error5
2015-07-19 17:58:22,3,error5
2015-07-19 22:33:32,65,error4
2015-07-20 10:36:39,22,error1
2015-07-20 16:14:28,98,error3
2015-07-21 21:01:38,87,error4
2015-07-22 10:34:48,14,error2
2015-07-22 16:05:43,5,error2
2015-07-23 05:56:00,14,error2
2015-07-23 07:10:44,77,error5
2015-07-25 02:26:31,72,error3
2015-07-25 15:16:19,8,error4
2015-07-25 18:21:47,44,error1
2015-07-25 21:35:39,11,error4
2015-07-26 04:42:10,93,error1
2015-07-27 00:18:00,63,error5
2015-07-27 12:46:57,56,error5
2015-07-27 17:42:54,15,error1
2015-07-28 07:06:31,46,error2
2015-07-28 12:25:05,86,error4
2015-07-29 04:09:34,61,error1
2015-07-29 07:34:28,53,error2
2015-07-30 11:15:13,20,error4
2015-07-30 17:34:31,18,error2
2015-07-31 17:32:31,52,error1
2015-08-01 02:22:52,52,error1
2015-08-01 09:56:46,52,error3
2015-08-01 17:42:17,82,error5
2015-08-01 18:02:37,32,error1
2015-08-02 04:54:56,20,error4
2015-08-02 05:38:23,59,error2
2015-08-02 10:54:39,37,error5
2015-08-02 17:39:07,57,error2
2015-08-02 18:51:13,30,error2
2015-08-04 04:09:52,37,error4
2015-08-04 06:10:57,24,error5
2015-08-04 10:16:21,85,error2
2015-08-04 10:47:14,52,error1
2015-08-05 01:08:06,46,error5
2015-08-05 04:58:43,14,error4
2015-08-05 20:18:45,26,error5
2015-08-06 15:48:54,24,error1
2015-08-07 02:10:54,38,error5
2015-08-07 17:47:40,9,error1
2015-08-08 03:48:49,26,error1
2015-08-08 06:53:00,90,error1
2015-08-08 07:14:57,54,error4
2015-08-08 08:17:01,15,error1
2015-08-09 01:16:47,26,error4
2015-08-09 02:33:07,41,error4
2015-08-09 20:52:55,72,error1
2015-08-10 04:24:35,98,error5
2015-08-10 07:13:37,60,error2
2015-08-10 14:53:03,46,error2
2015-08-10 23:44:27,84,error5
2015-08-11 07:05:08,90,error1
2015-08-11 15:56:02,14,error1
2015-08-11 17:58:42,25,error1
2015-08-11 22:57:20,26,error2
2015-08-12 07:12:17,86,error4
2015-08-12 08:58:12,64,error1
2015-08-13 07:11:10,39,error1
2015-08-13 14:05:21,10,error5
2015-08-14 04:58:21,5,error5
2015-08-14 05:56:13,9,error3
2015-08-14 09:50:06,37,error4
2015-08-15 11:26:59,49,error5
2015-08-17 04:05:35,60,error3
2015-08-17 14:39:58,77,error4
2015-08-18 02:45:23,9,error2
2015-08-19 09:04:12,32,error1
2015-08-19 11:18:57,97,error3
2015-08-19 14:09:12,32,error5
2015-08-20 00:12:57,31,error2
2015-08-20 10:28:00,82,error5
2015-08-20 22:08:19,45,error1
2015-08-21 13:15:38,3,error3
2015-08-21 13:59:27,1,error5
2015-08-22 00:02:44,73,error3
2015-08-22 01:33:35,20,error1
2015-08-22 14:36:33,72,error1
2015-08-22 22:42:19,51,error2
2015-08-23 21:00:07,86,error4
2015-08-24 00:19:21,47,error4
2015-08-24 18:40:40,53,error2
2015-08-24 20:39:46,67,error3
2015-08-25 06:08:31,68,error1
2015-08-25 09:09:24,99,error1
2015-08-25 11:16:26,46,error1
2015-08-26 08:18:06,44,error1
2015-08-28 00:05:32,86,error2
2015-08-28 19:34:26,22,error2
2015-08-29 07:27:33,78,error1
2015-08-30 00:00:29,22,error4
2015-08-30 06:27:06,84,error4
2015-08-30 11:07:02,22,error5
2015-08-31 04:00:19,5,error4
2015-08-31 14:08:39,51,error5
2015-08-31 16:47:03,10,error5
2015-09-01 06:08:09,5,error4
2015-09-01 11:57:07,29,error1
2015-09-02 06:13:51,72,error4
2015-09-02 09:51:28,9,error1
2015-09-03 01:17:33,4,error2
2015-09-03 13:22:10,26,error4
2015-09-04 01:34:51,20,error3
2015-09-04 08:33:53,10,error3
2015-09-04 10:27:27,59,error2
2015-09-04 17:06:40,40,error3
2015-09-04 21:41:35,12,error5
2015-09-05 00:18:31,98,error2
2015-09-05 03:42:16,81,error3
2015-09-05 21:43:32,6,error3
2015-09-05 23:02:27,14,error3
2015-09-06 00:38:40,57,error1
2015-09-06 22:20:37,95,error1
2015-09-07 05:19:35,25,error2
2015-09-07 17:21:03,51,error4
2015-09-09 05:22:15,67,error4
2015-09-09 05:36:08,90,error4
2015-09-09 20:12:27,83,error3
2015-09-09 22:37:12,61,error5
2015-09-10 13:01:15,97,error4
2015-09-10 15:18:33,19,error3
2015-09-10 22:49:11,96,error5
2015-09-10 23:43:01,9,error3
2015-09-12 03:26:46,40,error1
2015-09-12 08:31:47,36,error2
2015-09-12 16:36:50,2,error3
2015-09-13 00:09:00,75,error1
2015-09-13 01:53:45,15,error2
2015-09-13 05:26:04,68,error2
2015-09-14 14:35:44,95,error4
2015-09-15 06:34:35,72,error2
2015-09-15 07:30:49,59,error5
2015-09-15 12:08:37,73,error3
2015-09-16 23:54:57,7,error2
2015-09-17 04:17:51,67,error5
2015-09-17 10:30:02,91,error5
2015-09-17 14:56:16,8,error5
2015-09-17 17:59:50,11,error3
2015-09-17 19:10:39,22,error2
2015-09-17 19:58:34,90,error3
2015-09-18 07:37:09,26,error5
2015-09-18 08:14:18,58,error2
2015-09-18 23:12:10,77,error3
2015-09-19 00:22:38,37,error3
2015-09-19 01:54:52,51,error1
2015-09-19 01:58:37,46,error1
2015-09-19 15:34:20,3,error5
2015-09-19 23:27:38,89,error1
2015-09-20 02:25:24,64,error2
2015-09-20 04:57:55,57,error3
2015-09-20 13:49:19,46,error2
2015-09-20 15:10:08,32,error5
2015-09-20 17:36:18,22,error5
2015-09-21 01:12:10,59,error1
2015-09-21 10:25:32,34,error5
2015-09-21 16:12:33,59,error3
2015-09-21 18:15:34,78,error2
2015-09-22 06:31:54,10,error3
2015-09-22 08:18:15,96,error1
2015-09-22 09:38:24,89,error3
2015-09-22 10:56:43,16,error2
2015-09-22 14:52:24,86,error3
2015-09-23 09:40:52,63,error2
2015-09-23 10:32:58,68,error5
2015-09-24 01:05:15,14,error4
2015-09-24 01:33:27,84,error2
2015-09-24 03:54:11,39,error3
2015-09-24 07:56:37,91,error1
2015-09-24 08:55:25,60,error2
2015-09-24 12:43:48,54,error3
2015-09-25 17:25:57,49,error2
2015-09-26 01:18:30,58,error5
2015-09-27 03:52:32,73,error5
2015-09-27 12:41:24,83,error1
2015-09-27 16:24:47,64,error2
2015-09-27 21:33:42,72,error4
2015-09-29 21:09:58,93,error4
2015-09-30 00:23:24,59,error5
2015-09-30 15:01:27,10,error1
2015-09-30 19:55:22,95,error3
2015-09-30 22:47:36,51,error4
2015-10-01 10:10:44,47,error3
2015-10-01 11:22:02,67,error1
2015-10-01 19:57:40,74,error2
2015-10-01 22:31:03,46,error1
2015-10-02 11:13:08,67,error5
2015-10-02 23:11:50,25,error2
2015-10-03 00:17:16,84,error1
2015-10-03 18:21:16,64,error2
2015-10-04 03:25:46,5,error5
2015-10-04 16:57:58,1,error5
2015-10-05 14:18:27,82,error3
2015-10-05 16:06:27,59,error2
2015-10-06 12:25:18,32,error5
2015-10-06 17:48:46,18,error1
2015-10-08 05:43:13,9,error4
2015-10-08 11:13:29,17,error4
2015-10-09 10:30:23,26,error5
2015-10-09 11:20:14,20,error5
2015-10-09 16:00:00,58,error5
2015-10-09 16:35:10,40,error4
2015-10-10 09:16:22,15,error1
2015-10-11 00:10:11,59,error3
2015-10-11 02:56:01,56,error1
2015-10-11 20:31:18,40,error3
2015-10-12 04:23:24,59,error1
2015-10-12 09:53:09,57,error3
2015-10-12 20:35:36,83,error5
2015-10-13 10:26:53,56,error2
2015-10-14 13:49:43,86,error2
2015-10-14 15:53:17,63,error4
2015-10-14 21:04:27,51,error2
2015-10-14 22:24:00,38,error3
2015-10-14 23:31:13,34,error3
2015-10-15 03:35:16,51,error1
2015-10-15 19:51:34,49,error5
2015-10-16 00:56:35,57,error1
2015-10-16 04:19:30,84,error1
2015-10-16 05:18:40,24,error2
2015-10-16 06:56:46,85,error1
2015-10-16 15:32:43,38,error1
2015-10-16 23:17:16,39,error2
2015-10-18 07:38:31,67,error1
2015-10-18 08:19:24,18,error2
2015-10-18 12:02:22,5,error5
2015-10-18 14:33:47,67,error1
2015-10-19 00:16:35,73,error1
2015-10-19 07:26:17,26,error2
2015-10-19 23:14:16,9,error3
2015-10-20 18:27:54,4,error3
2015-10-20 18:58:27,22,error1
2015-10-21 07:21:04,95,error1
2015-10-21 15:14:24,64,error4
2015-10-21 17:21:55,63,error2
2015-10-21 20:30:30,2,error4
2015-10-22 00:51:58,22,error2
2015-10-22 15:48:59,91,error1
2015-10-23 15:06:58,60,error4
2015-10-23 23:24:38,59,error2
2015-10-24 16:27:41,91,error1
2015-10-24 17:32:18,67,error3
2015-10-24 18:24:28,39,error3
2015-10-25 05:19:23,33,error5
2015-10-27 00:22:06,14,error3
2015-10-27 10:23:11,94,error4
2015-10-28 01:13:49,4,error2
2015-10-28 06:47:18,39,error5
2015-10-28 17:54:30,25,error2
2015-10-29 04:03:54,9,error5
2015-10-30 19:13:26,24,error4
2015-10-31 02:31:25,26,error3
2015-10-31 03:11:58,26,error5
2015-11-01 07:17:01,51,error1
2015-11-01 14:29:48,23,error1
2015-11-01 21:30:36,35,error2
2015-11-01 23:46:48,39,error4
2015-11-02 01:34:22,68,error1
2015-11-02 11:58:10,99,error2
2015-11-02 19:33:26,42,error1
2015-11-03 02:18:18,36,error1
2015-11-03 18:27:55,86,error1
2015-11-03 21:05:47,77,error3
2015-11-03 22:21:07,69,error3
2015-11-04 08:19:44,14,error2
2015-11-04 10:34:23,9,error5
2015-11-04 11:14:35,86,error3
2015-11-04 13:18:15,8,error1
2015-11-04 15:55:27,32,error4
2015-11-05 16:15:51,17,error5
2015-11-05 20:11:48,86,error2
2015-11-05 20:42:05,91,error2
2015-11-06 08:40:41,36,error3
2015-11-06 08:41:55,61,error2
2015-11-07 01:42:55,22,error2
2015-11-07 05:53:33,67,error3
2015-11-07 09:40:15,82,error3
2015-11-08 09:34:21,48,error3
2015-11-08 22:17:20,67,error4
2015-11-09 01:47:23,91,error1
2015-11-09 04:48:55,61,error5
2015-11-09 10:00:42,20,error5
2015-11-10 03:02:52,39,error4
2015-11-10 15:05:35,51,error2
2015-11-10 18:59:28,43,error3
2015-11-10 20:32:03,95,error1
2015-11-11 05:33:14,22,error2
2015-11-11 14:22:13,72,error4
2015-11-11 23:49:38,5,error2
2015-11-12 03:39:15,60,error2
2015-11-12 05:10:57,9,error2
2015-11-12 14:58:45,23,error2
2015-11-13 09:43:39,61,error1
2015-11-13 10:21:55,53,error2
2015-11-16 08:04:00,28,error1
2015-11-16 15:07:28,2,error4
2015-11-16 20:52:11,50,error1
2015-11-17 05:01:58,85,error5
2015-11-17 12:02:21,40,error4
2015-11-17 15:51:37,34,error5
2015-11-17 16:07:03,10,error2
2015-11-17 17:33:54,100,error1
2015-11-17 19:30:44,81,error2
2015-11-17 23:18:24,5,error1
2015-11-18 05:28:29,73,error1
2015-11-18 23:11:24,24,error5
2015-11-20 09:36:53,70,error3
2015-11-21 02:48:26,68,error1
2015-11-21 04:29:17,96,error1
2015-11-21 11:11:58,10,error2
2015-11-21 15:50:05,59,error1
2015-11-21 16:21:25,96,error4
2015-11-21 19:44:41,97,error4
