datetime,machineID,component,parts_cost_Jt,labor_hours,labor_cost_Jt,total_repair_cost_Jt,downtime_hours,replacement_cost_Jt,is_replacement
2015-01-23 18:31:17,7,comp2,21.12,2.4,1.93,23.05,5.5,90.42,0
2015-01-24 07:03:47,93,comp4,27.77,11.5,9.16,36.93,15.2,52.2,0
2015-01-24 09:23:13,51,comp1,32.49,26.3,21.01,53.5,27.4,153.47,0
2015-01-24 12:57:03,2,comp3,16.1,19.2,15.35,31.45,22.3,100.14,0
2015-01-24 14:56:01,89,comp2,37.35,14.9,11.88,49.23,17.5,155.88,0
2015-01-24 16:09:56,9,comp1,15.38,14.6,11.69,27.06,16.8,184.49,0
2015-01-25 04:21:30,33,comp3,11.35,10.3,8.21,19.57,12.4,94.69,0
2015-01-25 22:39:22,33,comp1,16.4,23.0,18.42,34.82,25.6,75.59,0
2015-01-26 09:02:41,50,comp3,8.2,26.3,21.02,29.22,28.9,108.5,0
2015-01-26 12:12:10,89,comp3,13.06,6.6,5.28,18.34,9.0,140.7,0
2015-01-27 01:43:40,91,comp2,111.57,25.1,20.12,131.68,27.1,143.55,0
2015-01-27 09:26:28,10,comp2,109.39,16.4,13.16,122.55,18.2,163.56,0
2015-01-27 13:43:39,67,comp2,62.67,28.2,22.57,85.24,29.4,111.22,0
2015-01-27 14:39:54,10,comp3,21.39,29.3,23.48,44.87,33.0,149.66,0
2015-01-27 15:29:34,85,comp2,85.15,15.6,12.5,97.65,17.5,154.98,0
2015-01-27 15:34:10,38,comp4,30.1,7.5,6.04,36.14,8.5,79.24,0
2015-01-27 17:10:53,12,comp3,9.75,12.3,9.85,19.61,15.6,132.71,0
2015-01-27 18:43:24,40,comp4,39.27,19.5,15.59,54.86,20.3,113.91,0
2015-01-27 23:02:53,20,comp1,32.5,28.0,22.42,54.92,28.6,167.97,0
2015-01-28 00:34:59,97,comp1,21.73,12.7,10.13,31.86,16.5,85.74,0
2015-01-28 02:40:37,61,comp2,39.74,30.3,24.21,63.95,32.8,115.99,0
2015-01-28 04:12:11,22,comp4,21.46,13.8,11.01,32.48,14.7,120.61,0
2015-01-28 15:26:36,52,comp1,19.05,16.8,13.46,32.51,17.7,98.65,0
2015-01-28 17:35:16,54,comp3,10.25,18.3,14.64,24.89,22.0,107.92,0
2015-01-29 04:09:03,11,comp3,6.6,17.4,13.95,20.55,20.3,105.93,0
2015-01-29 06:48:29,25,comp2,82.67,18.2,14.55,97.22,21.6,48.27,0
2015-01-29 10:50:21,11,comp4,25.12,21.9,17.55,42.67,24.9,107.47,0
2015-01-29 12:58:59,89,comp3,10.22,8.3,6.64,16.85,9.3,155.23,0
2015-01-29 16:26:34,71,comp3,9.35,9.3,7.44,16.79,12.8,55.0,0
2015-01-29 18:29:45,50,comp2,108.85,3.9,3.13,111.98,5.6,144.02,0
2015-01-30 01:26:59,65,comp4,33.02,10.1,8.05,41.07,12.7,82.53,0
2015-01-30 03:39:19,51,comp2,48.69,26.6,21.29,69.98,28.5,147.6,0
2015-01-30 05:19:24,15,comp4,32.0,16.6,13.31,45.31,17.9,143.25,0
2015-01-30 05:50:27,77,comp1,17.37,29.6,23.66,41.03,33.5,172.63,0
2015-01-30 12:20:18,39,comp2,83.74,27.8,22.24,105.98,29.4,158.88,0
2015-01-31 02:11:49,32,comp1,18.85,9.7,7.78,26.62,10.8,46.0,0
2015-01-31 16:02:18,69,comp4,42.06,10.1,8.06,50.12,11.5,118.82,0
2015-02-01 02:41:34,10,comp3,8.98,21.0,16.82,25.8,23.6,149.05,0
2015-02-01 04:35:34,67,comp4,28.23,7.0,5.56,33.79,8.4,150.91,0
2015-02-01 05:46:20,57,comp4,55.7,16.2,12.92,68.62,20.0,83.05,0
2015-02-01 07:02:17,32,comp3,15.79,24.7,19.72,35.51,25.8,54.4,0
2015-02-01 09:01:18,89,comp2,29.82,21.6,17.25,47.07,23.4,157.85,0
2015-02-01 12:43:19,51,comp4,53.43,11.4,9.08,62.51,13.5,130.92,0
2015-02-01 16:23:41,99,comp1,23.44,28.7,22.95,46.4,32.6,124.57,0
2015-02-01 20:08:26,10,comp3,23.52,13.6,10.87,34.39,15.5,167.63,0
2015-02-02 14:26:49,36,comp2,82.49,16.0,12.78,95.27,17.2,53.94,0
2015-02-02 23:51:25,99,comp4,41.0,8.7,6.99,47.99,12.4,178.2,0
2015-02-03 01:56:36,50,comp2,37.36,28.0,22.41,59.77,31.9,70.99,0
2015-02-03 03:39:12,91,comp1,15.25,27.6,22.05,37.3,28.7,132.15,0
2015-02-03 05:58:14,45,comp2,45.21,18.1,14.49,59.7,18.8,97.26,0
2015-02-03 15:45:24,42,comp4,31.44,15.1,12.08,43.52,17.4,50.18,0
2015-02-04 04:46:36,59,comp1,24.27,23.0,18.4,42.67,24.9,162.4,0
2015-02-05 00:06:14,75,comp3,17.44,18.2,14.55,31.99,22.2,94.75,0
2015-02-05 01:41:01,77,comp4,42.67,8.9,7.13,49.8,11.7,79.42,0
2015-02-05 02:23:47,67,comp4,58.93,28.8,23.05,81.98,30.5,137.44,0
2015-02-05 10:16:35,91,comp3,18.68,24.0,19.23,37.91,24.8,72.41,0
2015-02-05 10:26:27,59,comp2,74.59,21.8,17.43,92.02,22.9,139.76,0
2015-02-05 11:13:41,57,comp1,37.82,4.4,3.48,41.31,4.9,86.57,0
2015-02-05 14:27:29,84,comp3,15.0,7.8,6.25,21.25,9.3,150.89,0
2015-02-05 15:14:36,98,comp3,8.21,10.1,8.07,16.27,13.6,46.34,0
2015-02-05 20:17:02,14,comp3,16.43,13.0,10.43,26.86,14.3,167.17,0
2015-02-06 04:46:21,60,comp4,39.8,10.9,8.7,48.51,12.3,98.0,0
2015-02-06 04:58:03,91,comp2,82.04,14.0,11.16,93.2,14.7,85.14,0
2015-02-06 05:16:19,5,comp3,16.41,29.4,23.53,39.94,32.0,156.0,0
2015-02-06 06:25:54,25,comp1,33.59,12.5,10.0,43.58,14.4,165.94,0
2015-02-06 15:10:48,1,comp3,5.88,12.1,9.72,15.6,12.7,67.35,0
2015-02-06 22:15:51,91,comp1,30.57,11.9,9.52,40.1,14.7,84.64,0
2015-02-07 12:02:44,91,comp3,15.32,20.9,16.7,32.02,22.3,119.6,0
2015-02-07 15:27:38,1,comp1,7.78,10.5,8.4,16.17,11.3,46.46,0
2015-02-07 17:38:00,74,comp4,18.1,4.2,3.4,21.49,4.9,104.7,0
2015-02-07 17:53:42,81,comp1,28.36,13.0,10.41,38.78,17.0,110.59,0
2015-02-08 00:34:31,5,comp3,23.5,7.9,6.33,29.83,11.0,172.93,0
2015-02-08 05:19:15,2,comp3,10.38,5.5,4.39,14.76,8.4,82.53,0
2015-02-08 05:33:23,68,comp4,24.52,11.9,9.5,34.02,15.0,132.34,0
2015-02-08 10:56:54,82,comp2,27.95,22.4,17.96,45.91,23.4,130.44,0
2015-02-08 12:24:36,90,comp1,18.82,12.9,10.35,29.16,15.4,57.85,0
2015-02-08 12:55:26,51,comp4,59.05,15.4,12.34,71.38,18.4,75.96,0
2015-02-08 14:03:07,83,comp3,9.27,15.1,12.12,21.39,16.7,133.1,0
2015-02-08 17:22:49,65,comp4,23.53,12.5,9.98,33.51,16.2,48.77,0
2015-02-08 19:53:34,11,comp3,10.63,14.5,11.61,22.24,17.3,106.2,0
2015-02-08 23:27:57,64,comp2,49.8,16.3,13.03,62.83,17.2,125.99,0
2015-02-09 00:47:43,68,comp2,92.93,29.1,23.3,116.23,32.3,145.55,0
2015-02-09 00:58:16,49,comp4,34.76,29.8,23.87,58.63,31.1,141.0,0
2015-02-09 13:47:20,39,comp1,35.84,18.6,14.88,50.71,21.5,120.95,0
2015-02-09 20:11:10,50,comp4,62.01,26.2,20.96,82.97,28.9,143.3,0
2015-02-09 22:06:21,17,comp2,58.56,7.2,5.76,64.33,10.8,124.65,0
2015-02-10 05:29:46,12,comp4,21.97,20.7,16.59,38.57,21.4,130.18,0
2015-02-10 05:37:38,95,comp4,18.64,18.2,14.6,33.24,22.0,116.0,0
2015-02-10 14:56:29,59,comp2,48.64,20.0,15.97,64.6,22.3,177.37,0
2015-02-10 23:41:36,40,comp4,20.22,4.7,3.73,23.94,5.7,105.6,0
2015-02-11 09:27:56,26,comp4,60.78,25.5,20.41,81.19,27.8,131.2,0
2015-02-11 10:04:49,72,comp4,54.41,5.7,4.59,58.99,7.5,91.06,0
2015-02-11 22:16:37,89,comp3,18.56,7.3,5.8,24.36,9.5,136.87,0
2015-02-11 23:31:27,19,comp1,16.88,14.1,11.28,28.16,17.4,83.88,0
2015-02-11 23:33:12,39,comp1,28.68,28.8,23.06,51.74,32.2,48.58,0
2015-02-12 00:40:06,95,comp3,7.0,20.7,16.58,23.58,23.8,109.6,0
2015-02-12 01:51:31,78,comp1,7.97,18.3,14.67,22.64,19.7,47.92,0
2015-02-12 02:23:05,20,comp4,27.2,10.2,8.14,35.34,12.0,76.58,0
2015-02-12 08:27:25,88,comp2,61.53,19.9,15.92,77.45,21.3,138.1,0
2015-02-12 16:35:16,86,comp4,57.23,26.1,20.92,78.15,28.7,125.61,0
2015-02-13 01:34:03,100,comp4,21.41,15.8,12.62,34.03,16.7,67.68,0
2015-02-13 10:44:24,15,comp3,8.04,14.0,11.18,19.22,15.1,55.2,0
2015-02-14 01:32:03,61,comp1,15.56,14.5,11.64,27.19,16.5,124.44,0
2015-02-14 03:17:17,86,comp4,52.33,27.2,21.76,74.1,29.9,160.83,0
2015-02-14 04:51:21,100,comp3,6.75,6.9,5.53,12.28,8.4,71.72,0
2015-02-14 07:22:09,50,comp3,20.12,19.3,15.44,35.56,21.0,88.25,0
2015-02-14 10:11:12,38,comp2,67.44,8.3,6.62,74.06,11.5,150.37,0
2015-02-14 10:24:59,90,comp1,26.94,27.7,22.18,49.12,28.7,173.65,0
2015-02-14 11:31:25,39,comp3,12.41,12.9,10.3,22.72,15.3,143.85,0
2015-02-14 13:47:33,53,comp3,13.26,10.8,8.62,21.87,12.0,34.71,0
2015-02-14 14:48:31,96,comp4,28.9,7.5,5.98,34.88,9.0,82.26,0
2015-02-14 17:27:34,77,comp3,20.42,5.9,4.74,25.17,7.5,147.65,0
2015-02-14 19:03:46,20,comp3,22.22,16.9,13.54,35.76,20.7,182.54,0
2015-02-14 19:52:23,13,comp1,6.54,14.0,11.22,17.76,17.3,77.75,0
2015-02-14 21:53:48,20,comp4,41.86,15.1,12.05,53.91,15.9,112.6,0
2015-02-15 00:28:03,59,comp4,50.37,19.7,15.78,66.15,22.6,80.71,0
2015-02-15 02:19:16,81,comp1,25.86,21.2,16.99,42.84,24.5,79.95,0
2015-02-15 14:51:49,61,comp4,60.33,29.5,23.64,83.97,32.1,78.96,0
2015-02-16 00:02:54,50,comp2,42.02,6.1,4.86,46.88,10.1,123.77,0
2015-02-16 10:19:51,48,comp2,43.09,12.5,9.98,53.07,13.3,125.78,0
2015-02-16 13:25:27,10,comp4,28.27,11.6,9.27,37.54,13.9,106.26,0
2015-02-16 20:35:39,48,comp1,15.28,16.5,13.18,28.46,18.7,103.27,0
2015-02-17 00:18:53,40,comp2,56.79,23.4,18.73,75.53,26.2,59.61,0
2015-02-17 03:46:23,60,comp1,29.48,20.8,16.62,46.1,22.6,103.71,0
2015-02-17 10:36:39,84,comp1,14.65,19.0,15.21,29.86,21.0,132.21,0
2015-02-17 11:16:41,94,comp3,9.89,14.5,11.61,21.51,18.3,43.98,0
2015-02-17 23:55:49,77,comp4,59.95,24.1,19.29,79.24,26.4,139.05,0
2015-02-18 07:03:36,56,comp3,14.0,9.2,7.39,21.39,11.3,52.97,0
2015-02-18 09:35:31,22,comp3,20.08,27.2,21.73,41.81,31.0,116.38,0
2015-02-18 21:41:44,85,comp3,19.2,16.7,13.35,32.55,18.6,117.34,0
2015-02-19 00:11:27,89,comp4,25.37,7.6,6.06,31.43,8.8,140.5,0
2015-02-19 00:27:53,38,comp4,42.76,8.9,7.16,49.92,12.3,70.57,0
2015-02-19 00:42:01,64,comp2,29.61,16.3,13.04,42.65,18.2,64.76,0
2015-02-19 01:00:36,49,comp2,80.66,27.6,22.06,102.73,30.0,131.67,0
2015-02-19 03:50:19,49,comp4,51.0,25.7,20.57,71.57,26.3,145.5,0
2015-02-19 05:28:30,86,comp2,47.24,7.8,6.23,53.47,8.7,86.87,0
2015-02-19 10:24:29,23,comp3,7.83,11.3,9.01,16.84,14.4,89.57,0
2015-02-19 11:52:42,16,comp2,22.06,5.8,4.6,26.66,8.8,132.7,0
2015-02-19 13:34:38,36,comp3,8.84,7.5,6.01,14.84,11.0,176.54,0
2015-02-20 11:36:52,86,comp1,21.23,25.1,20.09,41.32,25.7,124.93,0
2015-02-20 19:19:39,14,comp2,43.11,13.3,10.65,53.76,16.4,125.28,0
2015-02-20 19:52:26,10,comp3,19.46,24.2,19.37,38.83,26.7,107.73,0
2015-02-20 21:07:54,60,comp2,67.4,7.4,5.88,73.28,9.0,102.34,0
2015-02-21 00:50:48,75,comp4,25.0,23.1,18.44,43.44,24.9,118.45,0
2015-02-21 04:29:42,86,comp2,99.49,4.1,3.29,102.78,5.0,124.31,0
2015-02-21 10:35:04,12,comp2,50.01,26.5,21.19,71.2,30.2,183.16,0
2015-02-21 18:48:37,28,comp3,7.82,10.1,8.1,15.92,12.9,143.81,0
2015-02-22 16:28:50,81,comp4,38.01,8.4,6.69,44.7,9.3,103.08,0
2015-02-22 16:48:39,36,comp2,33.87,27.2,21.77,55.64,30.8,48.27,0
2015-02-23 00:20:59,61,comp4,26.79,27.4,21.93,48.73,31.2,178.36,0
2015-02-23 02:52:29,74,comp1,17.04,17.1,13.69,30.73,17.9,91.28,0
2015-02-23 17:44:23,32,comp2,45.99,16.7,13.39,59.38,18.1,58.55,0
2015-02-24 10:35:37,3,comp1,10.88,14.3,11.46,22.34,17.3,45.32,0
2015-02-24 15:57:01,77,comp1,32.06,12.3,9.88,41.94,12.9,65.31,0
2015-02-25 02:22:03,97,comp3,13.14,13.3,10.61,23.74,13.9,148.35,0
2015-02-25 05:44:17,54,comp3,10.1,9.4,7.49,17.59,13.0,45.45,0
2015-02-25 13:57:13,70,comp1,12.52,17.1,13.65,26.17,20.8,35.01,0
2015-02-25 15:12:02,97,comp1,12.68,20.7,16.56,29.24,22.3,100.93,0
2015-02-25 23:37:33,65,comp2,53.69,15.0,12.01,65.7,16.1,75.1,0
2015-02-26 04:09:39,61,comp1,27.86,9.3,7.42,35.28,13.1,184.52,0
2015-02-26 04:35:22,86,comp2,62.66,27.1,21.69,84.35,30.5,84.89,0
2015-02-26 12:48:31,68,comp1,33.79,4.5,3.61,37.4,6.6,57.75,0
2015-02-27 05:26:18,25,comp1,22.41,19.9,15.92,38.33,23.1,86.06,0
2015-02-27 12:20:02,16,comp4,33.73,17.3,13.81,47.53,20.4,144.45,0
2015-02-27 14:34:17,89,comp2,75.7,17.3,13.88,89.58,20.2,78.71,0
2015-02-27 17:00:34,63,comp1,13.91,18.5,14.8,28.71,21.4,109.63,0
2015-02-27 21:17:11,15,comp4,23.57,17.2,13.75,37.32,20.5,63.58,0
2015-02-27 22:37:20,50,comp2,100.09,4.5,3.61,103.71,5.5,128.19,0
2015-02-28 13:50:37,32,comp3,8.72,25.4,20.29,29.0,27.7,128.6,0
2015-02-28 22:11:53,50,comp2,83.21,8.6,6.85,90.06,11.8,112.36,0
2015-03-01 01:43:27,64,comp1,17.35,22.0,17.6,34.96,24.9,125.85,0
2015-03-01 04:18:23,38,comp1,13.55,21.1,16.89,30.44,24.1,113.71,0
2015-03-01 06:41:52,91,comp2,60.99,8.5,6.81,67.8,12.0,68.34,0
2015-03-01 08:14:53,33,comp3,17.84,25.0,20.04,37.88,25.6,97.76,0
2015-03-01 09:58:51,41,comp3,13.98,22.0,17.62,31.6,24.3,108.48,0
2015-03-01 19:06:53,61,comp3,15.05,4.7,3.77,18.82,5.3,148.14,0
2015-03-01 22:45:03,65,comp4,18.6,16.0,12.78,31.38,16.7,91.77,0
2015-03-02 00:15:28,82,comp2,48.43,23.1,18.52,66.95,25.4,101.87,0
2015-03-02 00:32:29,18,comp1,15.67,14.9,11.89,27.56,17.0,44.79,0
2015-03-02 02:11:23,95,comp2,51.93,13.8,11.05,62.97,17.5,139.22,0
2015-03-02 02:48:39,9,comp1,27.09,26.1,20.85,47.94,27.0,126.98,0
2015-03-02 08:52:46,14,comp4,28.4,17.9,14.28,42.68,18.8,126.66,0
2015-03-02 10:06:35,99,comp2,63.85,19.7,15.74,79.59,21.9,165.89,0
2015-03-02 18:59:23,51,comp2,34.3,31.0,24.79,59.09,33.2,55.0,0
2015-03-02 23:52:41,51,comp3,9.52,20.4,16.36,25.87,24.1,120.97,0
2015-03-03 03:09:38,98,comp2,40.7,12.6,10.08,50.78,14.5,38.81,0
2015-03-03 03:09:59,99,comp3,7.9,7.2,5.79,13.69,9.8,149.99,0
2015-03-03 03:22:45,10,comp2,99.18,5.6,4.5,103.69,6.5,94.65,0
2015-03-03 06:18:25,12,comp3,15.52,27.5,22.02,37.55,30.0,86.85,0
2015-03-03 08:26:22,71,comp2,51.32,3.2,2.59,53.91,5.0,107.1,0
2015-03-03 12:11:29,60,comp3,11.64,11.3,9.03,20.67,12.0,131.02,0
2015-03-03 19:49:53,19,comp3,6.1,17.4,13.9,20.0,19.0,89.27,0
2015-03-04 10:59:46,59,comp4,41.61,22.7,18.13,59.75,24.7,103.15,0
2015-03-04 18:03:11,15,comp4,40.99,20.3,16.2,57.19,21.4,123.78,0
2015-03-05 02:37:34,18,comp4,19.88,18.9,15.13,35.01,22.7,143.46,0
2015-03-05 14:24:28,39,comp2,100.11,23.2,18.53,118.64,24.6,180.25,0
2015-03-05 21:39:54,77,comp3,8.51,7.9,6.29,14.81,10.9,75.81,0
2015-03-06 02:19:42,36,comp3,8.16,5.8,4.68,12.84,9.0,104.53,0
2015-03-06 14:07:54,6,comp1,11.91,9.5,7.6,19.51,10.0,43.53,0
2015-03-06 14:37:55,68,comp1,30.11,27.8,22.22,52.33,28.9,122.35,0
2015-03-07 03:54:29,39,comp1,29.41,12.7,10.17,39.58,16.1,107.98,0
2015-03-07 21:38:18,24,comp3,23.78,12.0,9.56,33.34,15.7,160.95,0
2015-03-08 00:21:44,69,comp4,16.0,6.5,5.17,21.16,8.2,69.31,0
2015-03-09 12:03:34,51,comp2,100.05,4.6,3.68,103.73,6.2,184.38,0
2015-03-09 14:03:08,23,comp4,29.51,25.9,20.74,50.25,27.5,100.51,0
2015-03-09 16:05:32,86,comp4,22.73,9.7,7.78,30.51,11.3,104.86,0
2015-03-09 18:25:51,86,comp3,15.1,9.7,7.74,22.84,10.3,54.27,0
2015-03-09 23:45:52,69,comp4,21.85,16.8,13.47,35.31,19.7,115.32,0
2015-03-10 00:53:45,58,comp2,30.64,15.9,12.69,43.33,17.6,59.62,0
2015-03-10 05:05:02,75,comp4,26.13,6.6,5.26,31.39,8.4,126.88,0
2015-03-10 07:22:57,26,comp3,14.59,16.1,12.89,27.48,17.6,113.05,0
