datetime,machineID,comp,type
2015-01-02 09:00:00,16,comp4,scheduled
2015-01-02 09:00:00,19,comp1,scheduled
2015-01-02 09:00:00,25,comp2,scheduled
2015-01-02 09:00:00,29,comp1,scheduled
2015-01-02 09:00:00,30,comp4,scheduled
2015-01-02 09:00:00,31,comp1,scheduled
2015-01-02 09:00:00,42,comp3,scheduled
2015-01-02 09:00:00,46,comp1,scheduled
2015-01-02 09:00:00,53,comp1,scheduled
2015-01-02 09:00:00,54,comp2,scheduled
2015-01-02 09:00:00,57,comp4,scheduled
2015-01-02 09:00:00,71,comp2,scheduled
2015-01-02 09:00:00,77,comp4,scheduled
2015-01-02 09:00:00,79,comp1,scheduled
2015-01-02 09:00:00,83,comp1,scheduled
2015-01-02 09:00:00,94,comp1,scheduled
2015-01-02 09:00:00,98,comp4,scheduled
2015-01-02 09:02:53,14,comp4,unscheduled
2015-01-02 10:00:00,1,comp2,scheduled
2015-01-02 10:00:00,2,comp2,scheduled
2015-01-02 10:00:00,6,comp1,scheduled
2015-01-02 10:00:00,12,comp3,scheduled
2015-01-02 10:00:00,22,comp2,scheduled
2015-01-02 10:00:00,41,comp4,scheduled
2015-01-02 10:00:00,49,comp3,scheduled
2015-01-02 10:00:00,50,comp1,scheduled
2015-01-02 10:00:00,52,comp2,scheduled
2015-01-02 10:00:00,62,comp3,scheduled
2015-01-02 10:00:00,66,comp1,scheduled
2015-01-02 10:00:00,69,comp1,scheduled
2015-01-02 10:00:00,80,comp3,scheduled
2015-01-02 10:00:00,82,comp1,scheduled
2015-01-02 10:00:00,93,comp3,scheduled
2015-01-02 10:00:00,96,comp4,scheduled
2015-01-03 03:40:53,26,comp4,unscheduled
2015-01-03 06:57:19,34,comp2,unscheduled
2015-01-03 08:54:36,97,comp1,unscheduled
2015-01-04 00:54:59,12,comp1,unscheduled
2015-01-04 03:28:42,73,comp4,unscheduled
2015-01-04 14:49:34,11,comp3,unscheduled
2015-01-04 15:35:25,70,comp1,unscheduled
2015-01-04 18:07:41,15,comp3,unscheduled
2015-01-04 22:36:54,44,comp3,unscheduled
2015-01-05 18:19:18,50,comp4,unscheduled
2015-01-05 21:55:35,40,comp4,unscheduled
2015-01-06 07:27:18,60,comp3,unscheduled
2015-01-06 09:43:52,77,comp1,unscheduled
2015-01-06 11:52:20,49,comp2,unscheduled
2015-01-06 17:33:11,5,comp1,unscheduled
2015-01-06 18:30:29,86,comp1,unscheduled
2015-01-06 23:02:59,65,comp2,unscheduled
2015-01-07 03:05:25,86,comp3,unscheduled
2015-01-07 16:43:07,45,comp4,unscheduled
2015-01-08 12:39:55,38,comp1,unscheduled
2015-01-08 14:03:03,34,comp1,unscheduled
2015-01-08 21:57:19,38,comp1,unscheduled
2015-01-09 01:21:41,57,comp4,unscheduled
2015-01-09 07:03:57,85,comp2,unscheduled
2015-01-09 12:29:30,72,comp2,unscheduled
2015-01-10 04:34:06,20,comp3,unscheduled
2015-01-10 11:39:40,25,comp4,unscheduled
2015-01-10 15:01:32,19,comp3,unscheduled
2015-01-10 17:14:47,78,comp4,unscheduled
2015-01-10 23:20:24,39,comp1,unscheduled
2015-01-11 00:17:18,86,comp1,unscheduled
2015-01-11 01:04:41,57,comp3,unscheduled
2015-01-11 04:42:12,96,comp4,unscheduled
2015-01-11 11:20:43,36,comp4,unscheduled
2015-01-11 12:36:33,36,comp3,unscheduled
2015-01-11 17:15:20,20,comp3,unscheduled
2015-01-12 05:04:57,60,comp2,unscheduled
2015-01-12 05:48:28,68,comp4,unscheduled
2015-01-12 05:51:47,97,comp1,unscheduled
2015-01-12 06:31:51,36,comp3,unscheduled
2015-01-12 21:44:41,98,comp4,unscheduled
2015-01-13 01:13:13,38,comp4,unscheduled
2015-01-13 02:20:42,89,comp1,unscheduled
2015-01-13 16:13:31,52,comp3,unscheduled
2015-01-13 16:56:16,83,comp2,unscheduled
2015-01-13 22:58:47,75,comp4,unscheduled
2015-01-14 22:36:13,67,comp3,unscheduled
2015-01-15 06:02:31,59,comp3,unscheduled
2015-01-15 09:02:52,64,comp4,unscheduled
2015-01-15 10:50:31,81,comp3,unscheduled
2015-01-15 20:34:58,20,comp1,unscheduled
2015-01-16 00:56:22,19,comp1,unscheduled
2015-01-16 07:26:42,75,comp3,unscheduled
2015-01-16 10:25:08,10,comp1,unscheduled
2015-01-16 11:31:45,57,comp2,unscheduled
2015-01-16 11:50:49,17,comp2,unscheduled
2015-01-16 14:59:10,58,comp2,unscheduled
2015-01-16 15:13:58,38,comp1,unscheduled
2015-01-16 22:47:31,40,comp3,unscheduled
2015-01-17 05:52:23,16,comp2,unscheduled
2015-01-17 20:11:29,88,comp4,unscheduled
2015-01-17 22:49:20,63,comp3,unscheduled
2015-01-18 02:55:06,14,comp2,unscheduled
2015-01-18 05:42:44,21,comp2,unscheduled
2015-01-18 14:39:46,81,comp3,unscheduled
2015-01-18 16:14:13,49,comp3,unscheduled
2015-01-18 20:40:00,68,comp1,unscheduled
2015-01-18 22:44:35,25,comp3,unscheduled
2015-01-20 01:07:31,73,comp1,unscheduled
2015-01-20 07:49:12,99,comp4,unscheduled
2015-01-20 11:21:37,9,comp1,unscheduled
2015-01-20 12:41:12,36,comp4,unscheduled
2015-01-20 15:25:33,85,comp4,unscheduled
2015-01-20 15:31:02,5,comp3,unscheduled
2015-01-20 17:28:48,14,comp1,unscheduled
2015-01-20 22:51:56,50,comp2,unscheduled
2015-01-20 23:30:43,95,comp4,unscheduled
2015-01-21 01:03:23,60,comp3,unscheduled
2015-01-21 05:28:22,38,comp1,unscheduled
2015-01-21 08:23:39,86,comp4,unscheduled
2015-01-21 10:20:59,99,comp1,unscheduled
2015-01-21 19:40:22,50,comp4,unscheduled
2015-01-22 00:54:43,2,comp2,unscheduled
2015-01-22 01:13:07,60,comp1,unscheduled
2015-01-22 04:13:09,49,comp1,unscheduled
2015-01-22 19:04:08,68,comp1,unscheduled
2015-01-23 02:09:21,10,comp3,unscheduled
2015-01-23 04:49:08,9,comp1,unscheduled
2015-01-23 17:06:13,9,comp3,unscheduled
2015-01-23 18:31:17,7,comp2,unscheduled
2015-01-24 07:03:47,93,comp4,unscheduled
2015-01-24 09:23:13,51,comp1,unscheduled
2015-01-24 12:57:03,2,comp3,unscheduled
2015-01-24 14:56:01,89,comp2,unscheduled
2015-01-24 16:09:56,9,comp1,unscheduled
2015-01-25 04:21:30,33,comp3,unscheduled
2015-01-25 22:39:22,33,comp1,unscheduled
2015-01-26 09:02:41,50,comp3,unscheduled
2015-01-26 12:12:10,89,comp3,unscheduled
2015-01-27 01:43:40,91,comp2,unscheduled
2015-01-27 09:26:28,10,comp2,unscheduled
2015-01-27 13:43:39,67,comp2,unscheduled
2015-01-27 14:39:54,10,comp3,unscheduled
2015-01-27 15:29:34,85,comp2,unscheduled
2015-01-27 15:34:10,38,comp4,unscheduled
2015-01-27 17:10:53,12,comp3,unscheduled
2015-01-27 18:43:24,40,comp4,unscheduled
2015-01-27 23:02:53,20,comp1,unscheduled
2015-01-28 00:34:59,97,comp1,unscheduled
2015-01-28 02:40:37,61,comp2,unscheduled
2015-01-28 04:12:11,22,comp4,unscheduled
2015-01-28 15:26:36,52,comp1,unscheduled
2015-01-28 17:35:16,54,comp3,unscheduled
2015-01-29 04:09:03,11,comp3,unscheduled
2015-01-29 06:48:29,25,comp2,unscheduled
2015-01-29 10:50:21,11,comp4,unscheduled
2015-01-29 12:58:59,89,comp3,unscheduled
2015-01-29 16:26:34,71,comp3,unscheduled
2015-01-29 18:29:45,50,comp2,unscheduled
2015-01-30 01:26:59,65,comp4,unscheduled
2015-01-30 03:39:19,51,comp2,unscheduled
2015-01-30 05:19:24,15,comp4,unscheduled
2015-01-30 05:50:27,77,comp1,unscheduled
2015-01-30 12:20:18,39,comp2,unscheduled
2015-01-31 02:11:49,32,comp1,unscheduled
2015-01-31 16:02:18,69,comp4,unscheduled
2015-02-01 02:41:34,10,comp3,unscheduled
2015-02-01 04:35:34,67,comp4,unscheduled
2015-02-01 05:46:20,57,comp4,unscheduled
2015-02-01 07:02:17,32,comp3,unscheduled
2015-02-01 09:01:18,89,comp2,unscheduled
2015-02-01 12:43:19,51,comp4,unscheduled
2015-02-01 16:23:41,99,comp1,unscheduled
2015-02-01 20:08:26,10,comp3,unscheduled
2015-02-02 14:26:49,36,comp2,unscheduled
2015-02-02 23:51:25,99,comp4,unscheduled
2015-02-03 01:56:36,50,comp2,unscheduled
2015-02-03 03:39:12,91,comp1,unscheduled
2015-02-03 05:58:14,45,comp2,unscheduled
2015-02-03 15:45:24,42,comp4,unscheduled
2015-02-04 04:46:36,59,comp1,unscheduled
2015-02-05 00:06:14,75,comp3,unscheduled
2015-02-05 01:41:01,77,comp4,unscheduled
2015-02-05 02:23:47,67,comp4,unscheduled
2015-02-05 10:16:35,91,comp3,unscheduled
2015-02-05 10:26:27,59,comp2,unscheduled
2015-02-05 11:13:41,57,comp1,unscheduled
2015-02-05 14:27:29,84,comp3,unscheduled
2015-02-05 15:14:36,98,comp3,unscheduled
2015-02-05 20:17:02,14,comp3,unscheduled
2015-02-06 04:46:21,60,comp4,unscheduled
2015-02-06 04:58:03,91,comp2,unscheduled
2015-02-06 05:16:19,5,comp3,unscheduled
2015-02-06 06:25:54,25,comp1,unscheduled
2015-02-06 15:10:48,1,comp3,unscheduled
2015-02-06 22:15:51,91,comp1,unscheduled
2015-02-07 12:02:44,91,comp3,unscheduled
2015-02-07 15:27:38,1,comp1,unscheduled
2015-02-07 17:38:00,74,comp4,unscheduled
2015-02-07 17:53:42,81,comp1,unscheduled
2015-02-08 00:34:31,5,comp3,unscheduled
2015-02-08 05:19:15,2,comp3,unscheduled
2015-02-08 05:33:23,68,comp4,unscheduled
2015-02-08 10:56:54,82,comp2,unscheduled
2015-02-08 12:24:36,90,comp1,unscheduled
2015-02-08 12:55:26,51,comp4,unscheduled
2015-02-08 14:03:07,83,comp3,unscheduled
2015-02-08 17:22:49,65,comp4,unscheduled
2015-02-08 19:53:34,11,comp3,unscheduled
2015-02-08 23:27:57,64,comp2,unscheduled
2015-02-09 00:47:43,68,comp2,unscheduled
2015-02-09 00:58:16,49,comp4,unscheduled
2015-02-09 13:47:20,39,comp1,unscheduled
2015-02-09 20:11:10,50,comp4,unscheduled
2015-02-09 22:06:21,17,comp2,unscheduled
2015-02-10 05:29:46,12,comp4,unscheduled
2015-02-10 05:37:38,95,comp4,unscheduled
2015-02-10 14:56:29,59,comp2,unscheduled
2015-02-10 23:41:36,40,comp4,unscheduled
2015-02-11 09:27:56,26,comp4,unscheduled
2015-02-11 10:04:49,72,comp4,unscheduled
2015-02-11 22:16:37,89,comp3,unscheduled
2015-02-11 23:31:27,19,comp1,unscheduled
2015-02-11 23:33:12,39,comp1,unscheduled
2015-02-12 00:40:06,95,comp3,unscheduled
2015-02-12 01:51:31,78,comp1,unscheduled
2015-02-12 02:23:05,20,comp4,unscheduled
2015-02-12 08:27:25,88,comp2,unscheduled
2015-02-12 16:35:16,86,comp4,unscheduled
2015-02-13 01:34:03,100,comp4,unscheduled
2015-02-13 10:44:24,15,comp3,unscheduled
2015-02-14 01:32:03,61,comp1,unscheduled
2015-02-14 03:17:17,86,comp4,unscheduled
2015-02-14 04:51:21,100,comp3,unscheduled
2015-02-14 07:22:09,50,comp3,unscheduled
2015-02-14 10:11:12,38,comp2,unscheduled
2015-02-14 10:24:59,90,comp1,unscheduled
2015-02-14 11:31:25,39,comp3,unscheduled
2015-02-14 13:47:33,53,comp3,unscheduled
2015-02-14 14:48:31,96,comp4,unscheduled
2015-02-14 17:27:34,77,comp3,unscheduled
2015-02-14 19:03:46,20,comp3,unscheduled
2015-02-14 19:52:23,13,comp1,unscheduled
2015-02-14 21:53:48,20,comp4,unscheduled
2015-02-15 00:28:03,59,comp4,unscheduled
2015-02-15 02:19:16,81,comp1,unscheduled
2015-02-15 14:51:49,61,comp4,unscheduled
2015-02-16 00:02:54,50,comp2,unscheduled
2015-02-16 10:19:51,48,comp2,unscheduled
2015-02-16 13:25:27,10,comp4,unscheduled
2015-02-16 20:35:39,48,comp1,unscheduled
2015-02-17 00:18:53,40,comp2,unscheduled
2015-02-17 03:46:23,60,comp1,unscheduled
2015-02-17 10:36:39,84,comp1,unscheduled
2015-02-17 11:16:41,94,comp3,unscheduled
2015-02-17 23:55:49,77,comp4,unscheduled
2015-02-18 07:03:36,56,comp3,unscheduled
2015-02-18 09:35:31,22,comp3,unscheduled
2015-02-18 21:41:44,85,comp3,unscheduled
2015-02-19 00:11:27,89,comp4,unscheduled
2015-02-19 00:27:53,38,comp4,unscheduled
2015-02-19 00:42:01,64,comp2,unscheduled
2015-02-19 01:00:36,49,comp2,unscheduled
2015-02-19 03:50:19,49,comp4,unscheduled
2015-02-19 05:28:30,86,comp2,unscheduled
2015-02-19 10:24:29,23,comp3,unscheduled
2015-02-19 11:52:42,16,comp2,unscheduled
2015-02-19 13:34:38,36,comp3,unscheduled
2015-02-20 11:36:52,86,comp1,unscheduled
2015-02-20 19:19:39,14,comp2,unscheduled
2015-02-20 19:52:26,10,comp3,unscheduled
2015-02-20 21:07:54,60,comp2,unscheduled
2015-02-21 00:50:48,75,comp4,unscheduled
2015-02-21 04:29:42,86,comp2,unscheduled
2015-02-21 10:35:04,12,comp2,unscheduled
2015-02-21 18:48:37,28,comp3,unscheduled
2015-02-22 16:28:50,81,comp4,unscheduled
2015-02-22 16:48:39,36,comp2,unscheduled
2015-02-23 00:20:59,61,comp4,unscheduled
2015-02-23 02:52:29,74,comp1,unscheduled
2015-02-23 17:44:23,32,comp2,unscheduled
2015-02-24 10:35:37,3,comp1,unscheduled
2015-02-24 15:57:01,77,comp1,unscheduled
2015-02-25 02:22:03,97,comp3,unscheduled
2015-02-25 05:44:17,54,comp3,unscheduled
2015-02-25 13:57:13,70,comp1,unscheduled
2015-02-25 15:12:02,97,comp1,unscheduled
2015-02-25 23:37:33,65,comp2,unscheduled
2015-02-26 04:09:39,61,comp1,unscheduled
2015-02-26 04:35:22,86,comp2,unscheduled
2015-02-26 12:48:31,68,comp1,unscheduled
2015-02-27 05:26:18,25,comp1,unscheduled
2015-02-27 12:20:02,16,comp4,unscheduled
2015-02-27 14:34:17,89,comp2,unscheduled
2015-02-27 17:00:34,63,comp1,unscheduled
2015-02-27 21:17:11,15,comp4,unscheduled
2015-02-27 22:37:20,50,comp2,unscheduled
2015-02-28 13:50:37,32,comp3,unscheduled
2015-02-28 22:11:53,50,comp2,unscheduled
2015-03-01 01:43:27,64,comp1,unscheduled
2015-03-01 04:18:23,38,comp1,unscheduled
2015-03-01 06:41:52,91,comp2,unscheduled
2015-03-01 08:14:53,33,comp3,unscheduled
2015-03-01 09:58:51,41,comp3,unscheduled
2015-03-01 19:06:53,61,comp3,unscheduled
2015-03-01 22:45:03,65,comp4,unscheduled
2015-03-02 00:15:28,82,comp2,unscheduled
2015-03-02 00:32:29,18,comp1,unscheduled
2015-03-02 02:11:23,95,comp2,unscheduled
2015-03-02 02:48:39,9,comp1,unscheduled
2015-03-02 08:52:46,14,comp4,unscheduled
2015-03-02 10:06:35,99,comp2,unscheduled
2015-03-02 18:59:23,51,comp2,unscheduled
2015-03-02 23:52:41,51,comp3,unscheduled
2015-03-03 03:09:38,98,comp2,unscheduled
2015-03-03 03:09:59,99,comp3,unscheduled
2015-03-03 03:22:45,10,comp2,unscheduled
2015-03-03 06:18:25,12,comp3,unscheduled
2015-03-03 08:26:22,71,comp2,unscheduled
2015-03-03 12:11:29,60,comp3,unscheduled
2015-03-03 19:49:53,19,comp3,unscheduled
2015-03-04 10:59:46,59,comp4,unscheduled
2015-03-04 18:03:11,15,comp4,unscheduled
2015-03-05 02:37:34,18,comp4,unscheduled
2015-03-05 14:24:28,39,comp2,unscheduled
2015-03-05 21:39:54,77,comp3,unscheduled
2015-03-06 02:19:42,36,comp3,unscheduled
2015-03-06 14:07:54,6,comp1,unscheduled
2015-03-06 14:37:55,68,comp1,unscheduled
2015-03-07 03:54:29,39,comp1,unscheduled
2015-03-07 21:38:18,24,comp3,unscheduled
2015-03-08 00:21:44,69,comp4,unscheduled
2015-03-09 12:03:34,51,comp2,unscheduled
2015-03-09 14:03:08,23,comp4,unscheduled
2015-03-09 16:05:32,86,comp4,unscheduled
2015-03-09 18:25:51,86,comp3,unscheduled
2015-03-09 23:45:52,69,comp4,unscheduled
2015-03-10 00:53:45,58,comp2,unscheduled
2015-03-10 05:05:02,75,comp4,unscheduled
2015-03-10 07:22:57,26,comp3,unscheduled
2015-03-10 09:42:55,41,comp4,unscheduled
2015-03-10 18:14:51,18,comp1,unscheduled
2015-03-11 08:22:21,20,comp4,unscheduled
2015-03-11 15:45:45,19,comp2,unscheduled
2015-03-11 16:30:59,49,comp3,unscheduled
2015-03-11 22:15:06,69,comp3,unscheduled
2015-03-12 01:35:58,97,comp2,unscheduled
2015-03-12 10:49:20,97,comp3,unscheduled
2015-03-12 11:36:05,58,comp3,unscheduled
2015-03-12 13:50:14,36,comp2,unscheduled
2015-03-12 14:52:13,43,comp4,unscheduled
2015-03-13 14:23:38,50,comp3,unscheduled
2015-03-13 21:43:17,49,comp3,unscheduled
2015-03-14 04:00:51,10,comp3,unscheduled
2015-03-14 20:23:45,60,comp2,unscheduled
2015-03-15 06:22:03,63,comp4,unscheduled
2015-03-15 17:08:38,84,comp4,unscheduled
2015-03-15 17:58:35,9,comp3,unscheduled
2015-03-15 19:39:45,21,comp3,unscheduled
2015-03-15 20:09:30,73,comp1,unscheduled
2015-03-15 20:52:31,3,comp4,unscheduled
2015-03-15 22:44:56,1,comp3,unscheduled
2015-03-16 00:37:02,61,comp3,unscheduled
2015-03-16 09:17:28,49,comp4,unscheduled
2015-03-16 09:44:56,3,comp2,unscheduled
2015-03-16 12:04:45,23,comp1,unscheduled
2015-03-16 19:00:56,48,comp1,unscheduled
2015-03-17 00:06:00,20,comp4,unscheduled
2015-03-17 09:18:25,49,comp3,unscheduled
2015-03-17 12:16:03,25,comp2,unscheduled
2015-03-18 12:30:01,22,comp3,unscheduled
2015-03-18 19:48:31,53,comp3,unscheduled
2015-03-19 00:34:03,39,comp2,unscheduled
2015-03-19 08:01:31,25,comp2,unscheduled
2015-03-19 08:50:13,72,comp2,unscheduled
2015-03-19 10:10:34,38,comp2,unscheduled
2015-03-19 12:09:12,19,comp3,unscheduled
2015-03-19 23:32:35,75,comp3,unscheduled
2015-03-21 01:18:01,60,comp1,unscheduled
2015-03-21 01:39:52,14,comp4,unscheduled
2015-03-21 07:50:01,10,comp4,unscheduled
2015-03-21 16:39:16,85,comp3,unscheduled
2015-03-22 07:50:10,33,comp3,unscheduled
2015-03-22 10:50:47,85,comp4,unscheduled
2015-03-22 16:43:25,51,comp1,unscheduled
2015-03-23 14:03:18,17,comp3,unscheduled
2015-03-23 15:02:40,24,comp1,unscheduled
2015-03-23 19:12:38,14,comp4,unscheduled
2015-03-23 22:53:50,51,comp2,unscheduled
2015-03-24 04:49:00,36,comp4,unscheduled
2015-03-24 08:58:10,84,comp2,unscheduled
2015-03-24 09:06:01,43,comp2,unscheduled
2015-03-24 14:52:09,95,comp2,unscheduled
2015-03-24 18:44:31,11,comp1,unscheduled
2015-03-24 23:50:29,24,comp3,unscheduled
2015-03-25 02:11:07,33,comp2,unscheduled
2015-03-25 12:09:36,91,comp2,unscheduled
2015-03-25 13:11:01,98,comp2,unscheduled
2015-03-25 20:48:44,85,comp3,unscheduled
2015-03-26 00:51:03,49,comp4,unscheduled
2015-03-26 09:06:00,83,comp3,unscheduled
2015-03-26 13:07:09,9,comp4,unscheduled
2015-03-26 15:34:36,38,comp3,unscheduled
2015-03-26 23:44:50,26,comp3,unscheduled
2015-03-27 01:16:12,73,comp4,unscheduled
2015-03-27 05:09:28,36,comp4,unscheduled
2015-03-27 23:17:30,79,comp2,unscheduled
2015-03-28 00:59:36,88,comp1,unscheduled
2015-03-28 01:25:41,46,comp3,unscheduled
2015-03-28 09:13:57,19,comp1,unscheduled
2015-03-28 13:47:53,20,comp2,unscheduled
2015-03-29 01:54:07,38,comp1,unscheduled
2015-03-29 02:06:49,95,comp3,unscheduled
2015-03-29 05:48:09,25,comp2,unscheduled
2015-03-29 06:21:42,60,comp2,unscheduled
2015-03-29 07:22:33,53,comp1,unscheduled
2015-03-29 14:52:52,77,comp1,unscheduled
2015-03-29 19:57:19,96,comp2,unscheduled
2015-03-30 08:17:48,49,comp2,unscheduled
2015-03-30 08:19:32,67,comp3,unscheduled
2015-03-30 09:20:37,20,comp2,unscheduled
2015-03-30 17:42:52,91,comp1,unscheduled
2015-03-30 21:43:48,57,comp4,unscheduled
2015-03-31 08:51:31,73,comp2,unscheduled
2015-03-31 12:46:13,48,comp1,unscheduled
2015-03-31 19:30:47,32,comp3,unscheduled
2015-03-31 21:30:53,52,comp4,unscheduled
2015-04-01 04:09:11,70,comp2,unscheduled
2015-04-01 11:42:18,85,comp4,unscheduled
2015-04-01 15:40:03,52,comp2,unscheduled
2015-04-01 16:57:35,63,comp1,unscheduled
2015-04-01 19:22:41,78,comp2,unscheduled
2015-04-02 01:38:18,32,comp4,unscheduled
2015-04-02 04:13:02,67,comp4,unscheduled
2015-04-02 04:29:41,81,comp3,unscheduled
2015-04-02 05:08:02,25,comp2,unscheduled
2015-04-02 06:00:00,2,comp1,scheduled
2015-04-02 06:00:00,6,comp2,scheduled
2015-04-02 06:00:00,10,comp3,scheduled
2015-04-02 06:00:00,12,comp4,scheduled
2015-04-02 06:00:00,13,comp1,scheduled
2015-04-02 06:00:00,14,comp1,scheduled
2015-04-02 06:00:00,18,comp1,scheduled
2015-04-02 06:00:00,19,comp3,scheduled
2015-04-02 06:00:00,20,comp1,scheduled
2015-04-02 06:00:00,25,comp4,scheduled
2015-04-02 06:00:00,27,comp4,scheduled
2015-04-02 06:00:00,34,comp2,scheduled
2015-04-02 06:00:00,42,comp4,scheduled
2015-04-02 06:00:00,47,comp3,scheduled
2015-04-02 06:00:00,49,comp4,scheduled
2015-04-02 06:00:00,51,comp3,scheduled
2015-04-02 06:00:00,53,comp1,scheduled
2015-04-02 06:00:00,55,comp4,scheduled
2015-04-02 06:00:00,63,comp3,scheduled
2015-04-02 06:00:00,68,comp4,scheduled
2015-04-02 06:00:00,74,comp2,scheduled
2015-04-02 06:00:00,83,comp4,scheduled
2015-04-02 06:00:00,85,comp2,scheduled
2015-04-02 06:00:00,86,comp1,scheduled
2015-04-02 06:00:00,89,comp1,scheduled
2015-04-02 07:00:00,8,comp2,scheduled
2015-04-02 07:00:00,21,comp3,scheduled
2015-04-02 07:00:00,26,comp4,scheduled
2015-04-02 07:00:00,28,comp4,scheduled
2015-04-02 07:00:00,30,comp1,scheduled
2015-04-02 07:00:00,31,comp1,scheduled
2015-04-02 07:00:00,37,comp3,scheduled
2015-04-02 07:00:00,38,comp4,scheduled
2015-04-02 07:00:00,54,comp1,scheduled
2015-04-02 07:00:00,59,comp1,scheduled
2015-04-02 07:00:00,64,comp4,scheduled
2015-04-02 07:00:00,67,comp3,scheduled
2015-04-02 07:00:00,77,comp4,scheduled
2015-04-02 07:00:00,78,comp3,scheduled
2015-04-02 07:00:00,84,comp3,scheduled
2015-04-02 07:00:00,94,comp2,scheduled
2015-04-02 07:00:00,97,comp1,scheduled
2015-04-02 07:00:00,99,comp2,scheduled
2015-04-02 08:00:00,5,comp2,scheduled
2015-04-02 08:00:00,9,comp4,scheduled
2015-04-02 08:00:00,22,comp4,scheduled
2015-04-02 08:00:00,29,comp2,scheduled
2015-04-02 08:00:00,36,comp4,scheduled
2015-04-02 08:00:00,40,comp4,scheduled
2015-04-02 08:00:00,41,comp3,scheduled
2015-04-02 08:00:00,45,comp1,scheduled
2015-04-02 08:00:00,48,comp3,scheduled
2015-04-02 08:00:00,52,comp4,scheduled
2015-04-02 08:00:00,58,comp4,scheduled
2015-04-02 08:00:00,61,comp4,scheduled
2015-04-02 08:00:00,70,comp1,scheduled
2015-04-02 08:00:00,71,comp1,scheduled
2015-04-02 08:00:00,72,comp2,scheduled
2015-04-02 08:00:00,73,comp1,scheduled
2015-04-02 08:00:00,76,comp1,scheduled
2015-04-02 08:00:00,79,comp2,scheduled
2015-04-02 08:00:00,81,comp2,scheduled
